accession,submission_date,sequence_length,organism
KX774423,25-SEP-2016,16717,Malaclemys terrapin terrapin
EU809939,30-APR-2010,17244,Cuora galbinifrons
EU708434,01-FEB-2009,16721,Cuora flavomarginata
JF802204,12-OCT-2012,16493,Podocnemis unifilis
JF742646,30-JUL-2012,16604,Heosemys annandalii
DQ533485,31-OCT-2008,16478,Eretmochelys imbricata
DQ453753,31-MAR-2007,16609,Mauremys mutica
DQ016387,30-JUL-2006,19161,Platysternon megacephalum
AY874540,01-JUN-2007,16890,Cuora aurocapitata
AY687385,25-JUL-2004,17364,Pelodiscus sinensis
HQ709384,30-APR-2012,16990,Rafetus swinhoei
HM131942,30-APR-2012,16844,Mauremys annamensis
HM132059,31-JAN-2011,16783,Mauremys megalocephala
GQ889364,30-JUL-2010,16922,Cuora pani
FJ915117,30-SEP-2010,16559,Kinosternon leucostomum
FJ862792,20-APR-2010,16439,Carettochelys insculpta
AF366350,14-MAY-2001,17289,Dogania subplana
EF050073,31-OCT-2008,16490,Lissemys punctata
EF071948,26-MAR-2007,16569,Macrochelys temminckii
EF067858,31-MAY-2008,16500,Cyclemys atripons
DQ659152,31-MAY-2008,16837,Cuora mouhotii
DQ656607,10-JUN-2006,16813,Indotestudo elongata
NC_026049,10-JAN-2015,16761,Pelusios castaneus
NC_030217,23-MAY-2016,16499,Elusor macrurus
KU736930,11-MAY-2016,16499,Elusor macrurus
NC_028438,17-NOV-2015,16467,Aldabrachelys gigantea
KT613185,07-NOV-2015,16467,Aldabrachelys gigantea
NC_027826,14-SEP-2015,16741,Mauremys caspica
KC692465,31-AUG-2015,16741,Mauremys caspica
JN016747,21-JUN-2011,17612,Pelochelys cantorii
NC_018793,12-OCT-2012,16489,Cyclemys dentata
JX455823,01-OCT-2012,16489,Cyclemys dentata
NC_022857,19-NOV-2013,16675,Cuora trifasciata
KF574821,10-NOV-2013,16675,Cuora trifasciata
NC_026050,10-JAN-2015,16553,Platemys platycephala
NC_026048,10-JAN-2015,16442,Emydura subglobosa
NC_026047,10-JAN-2015,16444,Elseya branderhorsti
NC_026027,10-JAN-2015,16527,Cyclemys pulchristriata
NC_026024,10-JAN-2015,16773,Heosemys depressa
JQ266015,31-DEC-2014,16527,Cyclemys pulchristriata
JQ266017,31-DEC-2014,16773,Heosemys depressa
KC692464,28-DEC-2014,16553,Platemys platycephala
KC692463,28-DEC-2014,16761,Pelusios castaneus
KC692462,28-DEC-2014,16442,Emydura subglobosa
KC692461,28-DEC-2014,16444,Elseya branderhorsti
NC_024667,06-AUG-2014,16647,Chelodina longicollis
KJ700438,09-AUG-2014,16786,Mauremys reevesii
KJ713173,02-AUG-2014,16647,Chelodina longicollis
KC543355,30-JUN-2014,16633,Cuora trifasciata
NC_012833,01-JUL-2009,16590,Trionyx triunguis
NC_023890,04-APR-2014,16875,Chrysemys picta bellii
NC_017875,09-MAY-2012,16844,Mauremys annamensis
KF874616,01-FEB-2014,16875,Chrysemys picta bellii
NC_023221,02-JAN-2014,16593,Cyclemys tcheponensis
JQ277464,31-DEC-2013,16593,Cyclemys tcheponensis
NC_015825,14-JUL-2011,17499,Pelochelys cantorii
JN016746,21-JUN-2011,17499,Pelochelys cantorii
NC_020668,25-MAR-2013,16604,Heosemys annandalii
NC_017901,09-MAY-2012,16990,Rafetus swinhoei
NC_015989,09-SEP-2011,16661,Chelus fimbriata
NC_015101,07-FEB-2011,16783,Mauremys megalocephala
NC_014577,15-OCT-2010,16559,Kinosternon leucostomum
NC_014401,12-AUG-2010,16922,Cuora pani
NC_014102,30-APR-2010,17244,Cuora galbinifrons
NC_006132,09-AUG-2004,17364,Pelodiscus sinensis
NC_001947,24-AUG-1999,16787,Pelomedusa subrufa
NC_012414,24-MAR-2009,16490,Lissemys punctata
NC_012398,24-MAR-2009,16478,Eretmochelys imbricata
NC_012054,06-FEB-2009,16721,Cuora flavomarginata
NC_010970,13-JUN-2008,16500,Cyclemys atripons
NC_010973,13-JUN-2008,16837,Cuora mouhotii
NC_009509,04-JUN-2007,16890,Cuora aurocapitata
NC_009330,03-APR-2007,16609,Mauremys mutica
NC_002780,14-MAY-2001,17289,Dogania subplana
HQ172156,16-AUG-2011,16661,Chelus fimbriata
HQ172157,16-AUG-2011,16582,Chelodina oblonga
AB012104,18-JUN-1999,16497,Chelonia mydas
MW019443,19-DEC-2020,16808,Trachemys scripta elegans
MW122292,19-DEC-2020,16810,Trachemys scripta troostii
MW122291,19-DEC-2020,16807,Trachemys scripta
NC_051472,22-NOV-2020,16449,Chelonoidis abingdonii
NC_051482,22-NOV-2020,15661,Chelonoidis microphyes
NC_051481,22-NOV-2020,15661,Chelonoidis vandenburghi
NC_051480,22-NOV-2020,15661,Chelonoidis guntheri
NC_051479,22-NOV-2020,15661,Chelonoidis vicina
NC_051478,22-NOV-2020,15661,Chelonoidis porteri
NC_051477,22-NOV-2020,15661,Chelonoidis duncanensis
NC_051476,22-NOV-2020,15661,Chelonoidis hoodensis
NC_051475,22-NOV-2020,15661,Chelonoidis donfaustoi
NC_051474,22-NOV-2020,15661,Chelonoidis darwini
NC_051473,22-NOV-2020,15661,Chelonoidis becki
MT017704,04-OCT-2020,15663,Chelonoidis carbonarius
MT017702,04-OCT-2020,15661,Chelonoidis microphyes
MT017701,04-OCT-2020,15661,Chelonoidis vandenburghi
MT017700,04-OCT-2020,15661,Chelonoidis guntheri
MT017699,04-OCT-2020,15661,Chelonoidis vicina
MT017698,04-OCT-2020,15661,Chelonoidis porteri
MT017697,04-OCT-2020,15661,Chelonoidis duncanensis
MT017696,04-OCT-2020,15661,Chelonoidis hoodensis
MT017695,04-OCT-2020,15661,Chelonoidis donfaustoi
MT017694,04-OCT-2020,15661,Chelonoidis darwini
MT017693,04-OCT-2020,15661,Chelonoidis becki
MT017692,04-OCT-2020,15632,Chelonoidis chathamensis
MT017690,04-OCT-2020,16449,Chelonoidis abingdonii
MT410948,29-AUG-2020,15864,Emys orbicularis
MT372822,29-MAY-2020,16564,Sacalia bealei
MT372821,29-MAY-2020,16433,Sacalia quadriocellata
MT372820,29-MAY-2020,16555,Sacalia quadriocellata
MN136061,25-DEC-2019,16433,Lepidochelys kempii
MN136060,25-DEC-2019,16464,Lepidochelys kempii
MN136059,25-DEC-2019,16443,Lepidochelys kempii
MN136058,25-DEC-2019,16443,Lepidochelys kempii
MN136057,25-DEC-2019,16372,Lepidochelys kempii
MN136056,25-DEC-2019,16483,Lepidochelys kempii
MN136055,25-DEC-2019,16438,Lepidochelys kempii
MN136054,25-DEC-2019,16406,Lepidochelys kempii
MN136053,25-DEC-2019,16443,Lepidochelys kempii
MN136052,25-DEC-2019,16444,Lepidochelys kempii
HQ114563,31-MAR-2012,16554,Sternotherus carinatus
NC_042476,06-JUN-2019,16442,Emydura tanybaraga
NC_042475,06-JUN-2019,16485,Myuchelys latisternum
NC_042474,06-JUN-2019,16490,Myuchelys georgesi
NC_042473,06-JUN-2019,16447,Emydura victoriae
NC_042247,12-MAY-2019,16460,Rheodytes leukops
KY779844,14-APR-2019,16438,Elseya dentata
KY779843,14-APR-2019,16441,Elseya sp.
KY779842,14-APR-2019,16440,Elseya dentata
MF074188,14-APR-2019,16512,Myuchelys latisternum
KY883378,14-APR-2019,16455,Myuchelys purvisi
KY857559,14-APR-2019,16442,Emydura tanybaraga
KY857558,14-APR-2019,16460,Rheodytes leukops
KY857557,14-APR-2019,16494,Myuchelys latisternum
KY857556,14-APR-2019,16485,Myuchelys latisternum
KY857555,14-APR-2019,16490,Myuchelys georgesi
KY857554,14-APR-2019,16447,Emydura victoriae
KY857553,14-APR-2019,16463,Emydura sp.
KY857552,14-APR-2019,16676,Emydura macquarii
KY857551,14-APR-2019,16499,Elusor macrurus
NC_041302,26-MAR-2019,16470,Emydura macquarii
NC_041292,26-MAR-2019,16599,Chelodina steindachneri
NC_041291,26-MAR-2019,16508,Chelodina colliei
NC_041290,26-MAR-2019,16447,Elseya schultzei
NC_041289,26-MAR-2019,16443,Elseya novaeguineae
NC_041288,26-MAR-2019,16439,Elseya dentata
NC_041287,26-MAR-2019,16441,Elseya albagula
NC_041286,26-MAR-2019,16503,Chelodina canni
NC_041285,26-MAR-2019,16520,Chelodina burrungandjii
NC_041284,26-MAR-2019,16510,Chelodina novaeguineae
NC_041283,26-MAR-2019,16485,Elseya lavarackorum
NC_041282,26-MAR-2019,16480,Elseya irwini
NC_041096,18-MAR-2019,16446,Geochelone elegans
KY776454,20-MAR-2019,16439,Elseya dentata
KY776453,20-MAR-2019,16441,Elseya albagula
KY776452,20-MAR-2019,16599,Chelodina steindachneri
KY776451,20-MAR-2019,16578,Chelodina oblonga
KY776450,20-MAR-2019,16641,Chelodina expansa
KY776449,20-MAR-2019,16508,Chelodina colliei
KY776448,20-MAR-2019,16503,Chelodina canni
KY776447,20-MAR-2019,16520,Chelodina burrungandjii
KY776446,20-MAR-2019,16510,Chelodina novaeguineae
KY776445,20-MAR-2019,16452,Emydura subglobosa
KY776444,20-MAR-2019,16464,Emydura subglobosa
KY776443,20-MAR-2019,16457,Emydura macquarii
KY776442,20-MAR-2019,16463,Emydura macquarii
KY776441,20-MAR-2019,16470,Emydura macquarii
KY776440,20-MAR-2019,16447,Elseya schultzei
KY776439,20-MAR-2019,16446,Elseya sp. XZ-2018b
KY776438,20-MAR-2019,16443,Elseya novaeguineae
KY776437,20-MAR-2019,16485,Elseya lavarackorum
KY776436,20-MAR-2019,16320,Elseya sp. XZ-2018a
KY776435,20-MAR-2019,16480,Elseya irwini
KY776434,20-MAR-2019,16438,Elseya branderhorsti
KY776433,20-MAR-2019,16442,Elseya branderhorsti
MH459393,27-JAN-2019,16446,Geochelone elegans
KX882746,31-AUG-2018,16875,Palea steindachneri
KX882745,31-AUG-2018,16756,Apalone spinifera
KX882744,31-AUG-2018,16817,Apalone ferox
NC_037387,24-APR-2018,16568,Chelodina oblonga
NC_037386,24-APR-2018,16503,Chelodina pritchardi
NC_037385,24-APR-2018,16523,Chelodina parkeri
NC_037384,24-APR-2018,16508,Chelodina mccordi
NC_037383,24-APR-2018,16503,Chelodina expansa
MG912838,30-APR-2018,15979,Chelonoidis duncanensis
MG912837,30-APR-2018,15789,Chelonoidis duncanensis
MG912836,30-APR-2018,16001,Chelonoidis duncanensis
MG912835,30-APR-2018,15947,Chelonoidis duncanensis
MG912834,30-APR-2018,15583,Chelonoidis duncanensis
MG912833,30-APR-2018,15754,Chelonoidis duncanensis
MG912832,30-APR-2018,16007,Chelonoidis duncanensis
MG912831,30-APR-2018,15977,Chelonoidis duncanensis
MG912830,30-APR-2018,15936,Chelonoidis duncanensis
MG912829,30-APR-2018,15956,Chelonoidis duncanensis
MG912828,30-APR-2018,16020,Chelonoidis duncanensis
MG912827,30-APR-2018,16022,Chelonoidis duncanensis
MG912826,30-APR-2018,16008,Chelonoidis duncanensis
MG912825,30-APR-2018,15859,Chelonoidis duncanensis
MG912824,30-APR-2018,15794,Chelonoidis duncanensis
MG912823,30-APR-2018,15920,Chelonoidis duncanensis
MG912822,30-APR-2018,15935,Chelonoidis duncanensis
MG912821,30-APR-2018,15989,Chelonoidis duncanensis
MG912820,30-APR-2018,16030,Chelonoidis duncanensis
MG912819,30-APR-2018,15814,Chelonoidis duncanensis
MG912818,30-APR-2018,15997,Chelonoidis duncanensis
MG912817,30-APR-2018,16027,Chelonoidis duncanensis
MG912816,30-APR-2018,15918,Chelonoidis duncanensis
MG912815,30-APR-2018,15623,Chelonoidis duncanensis
MG912814,30-APR-2018,16010,Chelonoidis duncanensis
MG912813,30-APR-2018,15943,Chelonoidis duncanensis
MG912812,30-APR-2018,15973,Chelonoidis duncanensis
MG912811,30-APR-2018,16014,Chelonoidis duncanensis
MG912810,30-APR-2018,16014,Chelonoidis duncanensis
MG912809,30-APR-2018,15981,Chelonoidis duncanensis
MG912808,30-APR-2018,15653,Chelonoidis duncanensis
MG912807,30-APR-2018,16011,Chelonoidis duncanensis
MG912806,30-APR-2018,16008,Chelonoidis duncanensis
MG912805,30-APR-2018,15963,Chelonoidis duncanensis
MG912804,30-APR-2018,15981,Chelonoidis duncanensis
MG912803,30-APR-2018,16012,Chelonoidis duncanensis
MG912802,30-APR-2018,15957,Chelonoidis duncanensis
MG912801,30-APR-2018,15937,Chelonoidis duncanensis
MG912800,30-APR-2018,15955,Chelonoidis duncanensis
MG912799,30-APR-2018,15600,Chelonoidis duncanensis
MG912798,30-APR-2018,15953,Chelonoidis duncanensis
MG912797,30-APR-2018,15992,Chelonoidis duncanensis
MG912796,30-APR-2018,15553,Chelonoidis duncanensis
MG912795,30-APR-2018,15958,Chelonoidis duncanensis
MG912794,30-APR-2018,16014,Chelonoidis duncanensis
MG912793,30-APR-2018,15986,Chelonoidis duncanensis
MG912792,30-APR-2018,16008,Chelonoidis duncanensis
MG912791,30-APR-2018,15978,Chelonoidis duncanensis
KY705236,09-MAR-2018,16494,Elseya branderhorsti
KY705235,09-MAR-2018,16486,Elseya branderhorsti
KY705234,09-MAR-2018,16568,Chelodina oblonga
KY705233,09-MAR-2018,16503,Chelodina pritchardi
KY705232,09-MAR-2018,16523,Chelodina parkeri
KY705231,09-MAR-2018,16508,Chelodina mccordi
KY705230,09-MAR-2018,16503,Chelodina expansa
MF579505,07-NOV-2017,16446,Caretta caretta
MF579504,07-NOV-2017,16461,Caretta caretta
MF571906,07-NOV-2017,16498,Eretmochelys imbricata
MF554690,07-NOV-2017,16633,Caretta caretta
NC_035748,31-AUG-2017,16465,Myuchelys bellii
KY924930,13-AUG-2017,16465,Myuchelys bellii
NC_032297,27-DEC-2016,16581,Heosemys grandis
KX816868,03-DEC-2016,16581,Heosemys grandis
NC_031432,13-OCT-2016,17067,Mauremys leprosa
KP100055,30-SEP-2016,17067,Mauremys leprosa
KP100056,01-SEP-2016,16775,Mauremys mutica
FJ469674,30-DEC-2011,16783,Mauremys reevesii
FJ392294,09-NOV-2008,16810,Trachemys scripta
JN582335,31-DEC-2013,16656,Cyclemys oldhami
JN582334,31-DEC-2013,16475,Cyclemys dentata
JN020145,30-APR-2012,16649,Cuora bourreti
JF966197,31-MAY-2013,16749,Apalone spinifera
JF719809,30-AUG-2012,16897,Pelochelys cantorii
JF712890,30-APR-2012,16623,Cuora picturata
AY676201,13-JUL-2004,16576,Mauremys reevesii
AF069423,29-MAR-1999,16866,Chrysemys picta
HQ853256,31-JUL-2012,16981,Notochelys platynota
GU320209,01-JAN-2012,16551,Sacalia quadriocellata
GU183364,01-JAN-2012,16561,Sacalia bealei
FJ871126,26-DEC-2011,16461,Mauremys sinensis
FJ890514,31-MAR-2010,16866,Apalone ferox
FJ763736,28-FEB-2010,16708,Cuora amboinensis
FJ541030,31-DEC-2009,17243,Palea steindachneri
EF122793,01-SEP-2008,16631,Chelydra serpentina
EF088646,31-DEC-2008,16816,Sacalia quadriocellata
NC_016685,17-JAN-2012,16461,Mauremys sinensis
EF661586,30-DEC-2008,16642,Manouria impressa
NC_029369,01-MAR-2016,16779,Mauremys nigricans
NC_029183,12-FEB-2016,16766,Mauremys rivulata
NC_028634,04-DEC-2015,16718,Lepidochelys olivacea
KT951839,27-JAN-2016,16779,Mauremys nigricans
KP100054,16-JAN-2016,16766,Mauremys rivulata
JX317746,31-JUL-2015,16527,Astrochelys yniphora
NC_014048,23-APR-2010,16439,Carettochelys insculpta
KM216749,05-JUN-2015,16791,Trachemys scripta scripta
KM216748,05-JUN-2015,16810,Trachemys scripta elegans
KP938959,11-MAY-2015,16500,Mauremys mutica
KP938958,11-MAY-2015,16494,Mauremys mutica
KP938957,11-MAY-2015,16759,Mauremys mutica
NC_026028,10-JAN-2015,16726,Chitra indica
JX218031,31-DEC-2014,16491,Cyclemys fusca
JQ406951,31-DEC-2014,16726,Chitra indica
NC_025494,14-NOV-2014,16512,Lissemys scutata
JQ361816,01-NOV-2014,16512,Lissemys scutata
NC_016951,29-FEB-2012,16443,Mauremys japonica
NC_002073,24-AUG-1999,16866,Chrysemys picta
NC_023220,02-JAN-2014,16656,Cyclemys oldhami
KF724151,09-DEC-2013,16594,Cuora trifasciata
JN980701,31-OCT-2013,16661,Cuora bourreti
JN865214,31-OCT-2013,16684,Cuora bourreti
NC_021371,10-JUN-2013,16749,Apalone spinifera
NC_020665,25-MAR-2013,16981,Notochelys platynota
NC_018550,10-SEP-2012,16281,Natator depressus
NC_017885,09-MAY-2012,16649,Cuora bourreti
NC_017878,09-MAY-2012,16623,Cuora picturata
NC_017607,11-APR-2012,16554,Sternotherus carinatus
NC_016691,17-JAN-2012,16561,Sacalia bealei
NC_014769,09-DEC-2010,16708,Cuora amboinensis
NC_014054,23-APR-2010,16866,Apalone ferox
NC_013841,16-FEB-2010,17243,Palea steindachneri
NC_006082,27-JUL-2004,16576,Mauremys reevesii
NC_000886,25-AUG-1999,16497,Chelonia mydas
NC_011819,05-JAN-2009,16816,Sacalia quadriocellata
NC_011815,05-JAN-2009,16642,Manouria impressa
NC_011573,14-NOV-2008,16810,Trachemys scripta
NC_011198,04-SEP-2008,16631,Chelydra serpentina
NC_009260,30-MAR-2007,16569,Macrochelys temminckii
JX454992,13-AUG-2012,16680,Dermochelys coriacea
JX454991,13-AUG-2012,16718,Lepidochelys olivacea
JX454990,13-AUG-2012,16495,Chelonia mydas
JX454989,13-AUG-2012,16366,Dermochelys coriacea
JX454988,13-AUG-2012,16411,Caretta caretta
JX454987,13-AUG-2012,16387,Lepidochelys olivacea
JX454986,13-AUG-2012,16347,Eretmochelys imbricata
JX454985,13-AUG-2012,16435,Chelonia mydas
JX454984,13-AUG-2012,16337,Caretta caretta
JX454983,13-AUG-2012,16454,Caretta caretta
JX454982,13-AUG-2012,16386,Lepidochelys kempii
JX454981,13-AUG-2012,16382,Lepidochelys kempii
JX454980,13-AUG-2012,16349,Eretmochelys imbricata
JX454979,13-AUG-2012,16379,Lepidochelys olivacea
JX454978,13-AUG-2012,16435,Chelonia mydas
JX454977,13-AUG-2012,16399,Caretta caretta
JX454976,13-AUG-2012,16435,Chelonia mydas
JX454975,13-AUG-2012,16281,Natator depressus
JX454974,13-AUG-2012,16435,Chelonia mydas
JX454973,13-AUG-2012,16380,Dermochelys coriacea
JX454972,13-AUG-2012,16440,Chelonia mydas
JX454971,13-AUG-2012,16435,Chelonia mydas
JX454970,13-AUG-2012,16354,Eretmochelys imbricata
JX454969,13-AUG-2012,16420,Dermochelys coriacea
JQ034420,11-MAY-2012,16350,Chelonia mydas
JQ026233,11-MAY-2012,16350,Chelonia mydas
GU938833,28-FEB-2012,16443,Mauremys japonica
JN999705,09-JAN-2012,15571,Phrynops hilarii
JN999704,09-JAN-2012,16164,Chelonoidis niger
JN999703,09-JAN-2012,16770,Emys orbicularis
NC_044186,01-AUG-2019,16845,Gopherus evgoodei
MK867844,29-FEB-2020,16593,Pelodiscus axenaria
KU641028,10-MAY-2016,17448,Geoemyda spengleri
KU258498,01-JAN-2018,16688,Cuora mccordi
DQ486893,30-OCT-2008,16808,Lepidochelys olivacea
