accession,submission_date,sequence_length,organism
NC_042504,07-JUN-2019,16695,Scoliodon laticaudus
MK052932,01-SEP-2019,16728,Hemiscyllium ocellatum
MF537044,06-AUG-2019,16700,Isurus oxyrinchus
NC_043830,22-JUL-2019,16686,Poroderma pantherinum
MH321446,10-JUN-2019,16686,Poroderma pantherinum
NC_042256,12-MAY-2019,16677,Carcharhinus falciformis
MK092088,10-APR-2019,16677,Carcharhinus falciformis
NC_040922,27-FEB-2019,15686,Mobula tarapacana
MH669414,13-JAN-2019,15686,Mobula tarapacana
KF991391,31-DEC-2018,16780,Bathyraja bergi
KF953911,31-DEC-2018,16929,Okamejei meerdervoortii
MH648005,26-DEC-2018,16703,Galeocerdo cuvier
NC_039629,06-NOV-2018,16755,Mustelus mustelus
KJ128290,31-OCT-2018,16726,Eusphyra blochii
MH899131,20-OCT-2018,16906,Beringraja pulchra
MH899130,20-OCT-2018,16907,Beringraja pulchra
MH899129,20-OCT-2018,16907,Beringraja pulchra
MH899128,20-OCT-2018,16907,Beringraja pulchra
MH844511,20-OCT-2018,16907,Beringraja pulchra
MH844510,20-OCT-2018,16907,Beringraja pulchra
MH844509,20-OCT-2018,16906,Beringraja pulchra
MH844508,20-OCT-2018,16906,Beringraja pulchra
MH844507,20-OCT-2018,16906,Beringraja pulchra
NC_039438,10-OCT-2018,16912,Pristis pristis
MH005928,09-OCT-2018,16912,Pristis pristis
KF991387,28-SEP-2018,16670,Cetorhinus maximus
MH559351,04-SEP-2018,16755,Mustelus mustelus
NC_037968,05-JUL-2018,16719,Leucoraja naevus
NC_037967,05-JUL-2018,16912,Dipturus oxyrinchus
NC_037966,05-JUL-2018,16908,Dipturus maugeanus
NC_037965,05-JUL-2018,16744,Bathyraja griseocauda
NC_037964,05-JUL-2018,16742,Bathyraja albomaculata
NC_037963,05-JUL-2018,16742,Bathyraja multispinis
NC_037962,05-JUL-2018,16913,Dipturus innominatus
NC_037961,05-JUL-2018,16909,Dipturus nasutus
NC_037978,05-JUL-2018,16744,Bathyraja shuntovi
NC_037977,05-JUL-2018,16742,Bathyraja richardsoni
NC_037976,05-JUL-2018,16742,Bathyraja meridionalis
NC_037975,05-JUL-2018,16744,Bathyraja maccaini
NC_037974,05-JUL-2018,16734,Amblyraja georgiana
NC_037973,05-JUL-2018,16920,Raja miraletus
NC_037972,05-JUL-2018,16920,Raja clavata
NC_037971,05-JUL-2018,16918,Raja polystigma
NC_037970,05-JUL-2018,16920,Raja asterias
NC_037969,05-JUL-2018,16719,Leucoraja circularis
MF278981,06-JUN-2018,16913,Dipturus innominatus
MF278980,06-JUN-2018,16744,Bathyraja shuntovi
MF278979,06-JUN-2018,16742,Bathyraja richardsoni
MF278978,06-JUN-2018,16742,Bathyraja meridionalis
MF278977,06-JUN-2018,16744,Bathyraja maccaini
MF278976,06-JUN-2018,16732,Amblyraja georgiana
MF278975,06-JUN-2018,16734,Amblyraja georgiana
MF278974,06-JUN-2018,16920,Raja miraletus
MF278973,06-JUN-2018,16920,Raja clavata
MF278972,06-JUN-2018,16918,Raja polystigma
MF278971,06-JUN-2018,16920,Raja asterias
MF278970,06-JUN-2018,16719,Leucoraja circularis
MF278969,06-JUN-2018,16719,Leucoraja naevus
MF278968,06-JUN-2018,16912,Dipturus oxyrinchus
MF278967,06-JUN-2018,16908,Dipturus maugeanus
MF278966,06-JUN-2018,16908,Dipturus maugeanus
MF278965,06-JUN-2018,16744,Bathyraja griseocauda
MF278964,06-JUN-2018,16742,Bathyraja albomaculata
MF278963,06-JUN-2018,16742,Bathyraja multispinis
MF278962,06-JUN-2018,16909,Dipturus chilensis
MF278961,06-JUN-2018,16913,Dipturus innominatus
MF278960,06-JUN-2018,16909,Dipturus nasutus
NC_037219,23-MAR-2018,17610,Mobula thurstoni
KX151654,01-MAR-2018,15731,Mobula kuhlii
KX151653,01-MAR-2018,15708,Mobula alfredi
KX151652,01-MAR-2018,15732,Rhinoptera bonasus
KX151651,01-MAR-2018,15727,Mobula kuhlii
KX151650,01-MAR-2018,15728,Mobula thurstoni
KX151649,01-MAR-2018,15714,Aetobatus narinari
KX151648,01-MAR-2018,15709,Mobula birostris
KX151647,01-MAR-2018,15730,Mobula tarapacana
KX151646,01-MAR-2018,15719,Mobula hypostoma
KX151645,01-MAR-2018,15719,Mobula munkiana
KX151644,01-MAR-2018,15711,Mobula mobular
KX151643,01-MAR-2018,15719,Mobula mobular
KX151642,01-MAR-2018,15738,Myliobatis aquila
MG206065,25-FEB-2018,17610,Mobula thurstoni
KF623030,26-OCT-2014,16907,Beringraja pulchra
MF682494,27-NOV-2017,16803,Pristis pectinata
NC_034772,24-MAY-2017,16971,Narcine bancroftii
NC_034771,24-MAY-2017,16997,Narcine brasiliensis
NC_034748,24-MAY-2017,16734,Squalus brevirostris
KY111436,06-MAY-2017,16734,Squalus brevirostris
KT119411,02-MAY-2017,16971,Narcine bancroftii
KT119410,02-MAY-2017,16997,Narcine brasiliensis
KX858829,18-APR-2017,16703,Galeocerdo cuvier
KX858828,18-APR-2017,16703,Galeocerdo cuvier
KY513709,04-MAR-2017,16730,Somniosus microcephalus
NC_032065,07-DEC-2016,16691,Hemipristis elongata
KX389266,28-DEC-2016,16745,Carcharodon carcharias
NC_031818,14-NOV-2016,16735,Squalus formosus
NC_031810,14-NOV-2016,16729,Etmopterus pusillus
NC_031812,14-NOV-2016,16727,Eusphyra blochii
NC_031811,14-NOV-2016,19100,Halaelurus buergeri
KU508621,19-NOV-2016,16691,Hemipristis elongata
NC_031508,21-OCT-2016,16717,Squaliolus aliae
KU951280,18-OCT-2016,16735,Squalus formosus
KU892590,16-OCT-2016,16727,Eusphyra blochii
KU892589,16-OCT-2016,19100,Halaelurus buergeri
KU892588,16-OCT-2016,16729,Etmopterus pusillus
KU873080,09-OCT-2016,16717,Squaliolus aliae
HM147141,14-JUN-2010,24889,Rhinochimaera pacifica
HM147140,14-JUN-2010,18024,Harriotta raleighana
HM147139,14-JUN-2010,21233,Hydrolagus lemures
HM147138,14-JUN-2010,21336,Chimaera fulva
HM147137,14-JUN-2010,16769,Callorhinchus milii
HM147136,14-JUN-2010,16760,Callorhinchus capensis
HM147135,14-JUN-2010,16758,Callorhinchus callorynchus
KU159431,29-JUN-2016,17313,Chlamydoselachus anguineus
NC_025942,16-DEC-2014,16750,Atlantoraja castelnaui
NC_030271,31-MAY-2016,17670,Pateobatis jenkinsii
NC_030254,31-MAY-2016,16804,Rhynchobatus australiae
NC_030216,23-MAY-2016,16708,Proscyllium habereri
NC_030215,23-MAY-2016,17217,Rhina ancylostoma
NC_030189,19-MAY-2016,16692,Ginglymostoma cirratum
KU873081,21-MAY-2016,17670,Pateobatis jenkinsii
KU746824,17-MAY-2016,16804,Rhynchobatus australiae
KU721838,11-MAY-2016,16708,Proscyllium habereri
KU721837,11-MAY-2016,17217,Rhina ancylostoma
KU904394,09-MAY-2016,16692,Ginglymostoma cirratum
KF020876,07-MAY-2016,16692,Alopias pelagicus
NC_029843,09-APR-2016,16702,Loxodon macrorhinus
NC_028508,03-DEC-2015,16723,Sphyrna tiburo
KT347599,29-MAR-2016,16702,Loxodon macrorhinus
NC_029493,01-MAR-2016,16693,Nebrius ferrugineus
NC_029480,01-MAR-2016,16658,Stegostoma fasciatum
NC_029400,01-MAR-2016,16701,Hemigaleus microstoma
NC_029399,01-MAR-2016,16698,Cephaloscyllium umbratile
NC_029324,01-MAR-2016,16974,Okamejei hollandi
KP756687,10-FEB-2016,16974,Okamejei hollandi
KT852575,21-FEB-2016,16693,Nebrius ferrugineus
KU057952,16-FEB-2016,16658,Stegostoma fasciatum
KT003687,02-FEB-2016,16701,Hemigaleus microstoma
KT003686,02-FEB-2016,16698,Cephaloscyllium umbratile
KT203434,08-DEC-2015,18913,Mobula mobular
NC_028537,03-DEC-2015,16555,Squalus montalbani
NC_028325,05-NOV-2015,17690,Himantura uarnak
KT459334,15-NOV-2015,16555,Squalus montalbani
KR019777,23-OCT-2015,17974,Neotrygon kuhlii
KR019776,23-OCT-2015,17690,Himantura uarnak
KT337317,10-OCT-2015,16715,Carcharias taurus
NC_024059,02-MAY-2014,16544,Cirrhigaleus australis
NC_027521,14-JUL-2015,16907,Dipturus trachyderma
KP233202,27-JAN-2015,17243,Anoxypristis cuspidata
NC_025520,14-NOV-2014,16706,Carcharhinus longimanus
KR152643,12-JUL-2015,16907,Dipturus trachyderma
KR676448,07-JUL-2015,16907,Beringraja pulchra
KR676447,07-JUL-2015,16906,Beringraja pulchra
KR676446,07-JUL-2015,16906,Beringraja pulchra
KR676445,07-JUL-2015,16907,Beringraja pulchra
KR676444,07-JUL-2015,16907,Beringraja pulchra
NC_027182,02-JUN-2015,16802,Pristis pectinata
KJ128289,29-APR-2014,16544,Cirrhigaleus australis
NC_027081,14-MAY-2015,16706,Carcharhinus brevipinna
NC_026871,22-APR-2015,16705,Carcharhinus tjutjot
KP400584,20-MAY-2015,16802,Pristis pectinata
KP336547,18-MAY-2015,16695,Scoliodon laticaudus
KM244770,08-MAY-2015,16706,Carcharhinus brevipinna
NC_026696,17-MAR-2015,16704,Carcharhinus amboinensis
KP091436,29-MAR-2015,16705,Carcharhinus tjutjot
KM921745,25-FEB-2015,16704,Carcharhinus amboinensis
NC_021963,06-AUG-2013,16905,Hongeo koreana
NC_026307,31-JAN-2015,17243,Anoxypristis cuspidata
NC_026216,21-JAN-2015,16694,Pseudocarcharias kamoharai
NC_026208,21-JAN-2015,17685,Maculabatis gerrardi
KM575726,14-JAN-2015,16694,Pseudocarcharias kamoharai
NC_025778,26-NOV-2014,16731,Sphyrna zygaena
NC_025578,14-NOV-2014,16698,Squatina nebulosa
NC_025512,14-NOV-2014,17081,Narcine entemedor
NC_025498,14-NOV-2014,16907,Beringraja pulchra
KM507724,07-DEC-2014,16750,Atlantoraja castelnaui
KM489157,18-NOV-2014,16731,Sphyrna zygaena
KC914433,21-JUL-2013,16905,Hongeo koreana
KM264313,28-OCT-2014,16698,Squatina nebulosa
KM434158,25-OCT-2014,16706,Carcharhinus longimanus
KM386678,22-OCT-2014,17081,Narcine entemedor
NC_024937,24-SEP-2014,17310,Zapteryx exasperata
KM370325,21-SEP-2014,17310,Zapteryx exasperata
NC_024862,17-SEP-2014,16701,Carcharhinus macloti
KJ865755,10-SEP-2014,16701,Carcharhinus macloti
NC_024599,28-JUL-2014,16760,Pavoraja nitida
NC_024596,28-JUL-2014,16706,Carcharhinus plumbeus
NC_024570,28-JUL-2014,17665,Pteroplatytrygon violacea
KJ641617,06-JUL-2014,17665,Pteroplatytrygon violacea
KJ741403,08-JUL-2014,16760,Pavoraja nitida
KJ740750,07-JUL-2014,16706,Carcharhinus plumbeus
NC_024284,11-JUN-2014,16706,Carcharhinus melanopterus
NC_024055,02-MAY-2014,16719,Carcharhinus acronotus
KJ720818,07-JUN-2014,16706,Carcharhinus melanopterus
NC_023505,28-FEB-2014,16912,Dipturus kwangtungensis
NC_023455,13-FEB-2014,16875,Rhincodon typus
NC_023944,09-APR-2014,16909,Dipturus chilensis
KF648508,06-APR-2014,16909,Dipturus chilensis
NC_018052,13-JUN-2012,16693,Scoliodon macrorhynchos
NC_016686,17-JAN-2012,16703,Chiloscyllium punctatum
KF728380,29-APR-2014,16719,Carcharhinus acronotus
NC_023522,28-FEB-2014,16704,Carcharhinus leucas
NC_023521,28-FEB-2014,16707,Carcharhinus sorrah
NC_023527,28-FEB-2014,16754,Mustelus griseus
NC_023525,28-FEB-2014,17657,Urogymnus granulatus
KC633221,20-FEB-2014,16928,Rhincodon typus
JQ693102,21-MAY-2012,16693,Scoliodon macrorhynchos
JQ082337,16-JAN-2012,16703,Chiloscyllium punctatum
NC_021132,23-APR-2013,17658,Hemitrygon akajei
KF679782,26-JAN-2014,16875,Rhincodon typus
KF318309,25-FEB-2014,16912,Dipturus kwangtungensis
KC526959,07-APR-2013,17658,Hemitrygon akajei
KF889325,25-FEB-2014,16754,Mustelus griseus
KF751650,25-FEB-2014,17657,Urogymnus granulatus
KF646785,25-FEB-2014,16704,Carcharhinus leucas
KF612341,25-FEB-2014,16707,Carcharhinus sorrah
KC633222,20-FEB-2014,17717,Hemitrygon bennettii
KF801102,03-FEB-2014,17639,Carcharhinus falciformis
NC_020611,25-MAR-2013,16706,Carcharhinus obscurus
NC_019641,03-DEC-2012,17638,Taeniura meyeni
NC_022841,19-NOV-2013,16776,Rhinobatos hynnicephalus
NC_022822,19-NOV-2013,16692,Alopias pelagicus
NC_022819,19-NOV-2013,16705,Prionace glauca
NC_022679,03-NOV-2013,16726,Sphyrna lewini
KF412639,13-NOV-2013,16692,Alopias pelagicus
KF534708,13-NOV-2013,16776,Rhinobatos hynnicephalus
KF356249,13-NOV-2013,16705,Prionace glauca
KC470543,06-MAR-2013,16706,Carcharhinus obscurus
JX827260,22-OCT-2012,17638,Taeniura meyeni
JX827259,17-OCT-2013,16726,Sphyrna lewini
KF413894,29-SEP-2013,18075,Mobula birostris
KF111729,07-AUG-2013,16706,Orectolobus japonicus
KC914434,04-AUG-2013,16910,Raja rhina
NC_021964,06-AUG-2013,16910,Raja rhina
NC_018784,12-OCT-2012,18880,Mobula japanica
JX392983,11-SEP-2012,18880,Mobula japanica
JQ034406,27-NOV-2011,16724,Leucoraja erinacea
NC_016429,06-DEC-2011,16724,Leucoraja erinacea
NC_014293,30-JUN-2010,24889,Rhinochimaera pacifica
NC_014292,30-JUN-2010,18024,Harriotta raleighana
NC_014290,30-JUN-2010,21233,Hydrolagus lemures
NC_014288,30-JUN-2010,21336,Chimaera fulva
NC_014285,30-JUN-2010,16769,Callorhinchus milii
NC_014284,30-JUN-2010,16760,Callorhinchus capensis
NC_014281,30-JUN-2010,16758,Callorhinchus callorynchus
MN883843,16-DEC-2020,16729,Amblyraja hyperborea
MT702386,13-OCT-2020,16682,Odontaspis ferox
MT850125,15-SEP-2020,17121,Raja brachyura
MT780270,05-SEP-2020,17640,Bathytoshia brevicaudata
NC_049882,24-JUL-2020,16720,Rajella lintea
NC_049881,24-JUL-2020,16706,Galeus melastomus
NC_049866,24-JUL-2020,16700,Alopias vulpinus
NC_049865,24-JUL-2020,16925,Raja brachyura
NC_049864,24-JUL-2020,16730,Somniosus microcephalus
MT410917,22-JUL-2020,16720,Rajella lintea
MT410939,22-JUL-2020,16700,Alopias vulpinus
MT410918,22-JUL-2020,16911,Dipturus oxyrinchus
MT410907,22-JUL-2020,16706,Galeus melastomus
MT410902,22-JUL-2020,16697,Lamna nasus
MT410876,22-JUL-2020,16925,Raja brachyura
MT410866,22-JUL-2020,16730,Somniosus microcephalus
MT410927,22-JUL-2020,18843,Chimaera monstrosa
MT410916,22-JUL-2020,17007,Dipturus batis
MT410905,22-JUL-2020,16770,Leucoraja fullonica
MT410888,22-JUL-2020,17368,Mustelus asterias
NC_047241,26-APR-2020,16560,Rhynchobatus laevis
MG029174,05-MAY-2020,16690,Squatina squatina
MT104516,07-APR-2020,16706,Carcharhinus albimarginatus
MT104515,07-APR-2020,16706,Carcharhinus amblyrhynchos
MN943498,05-APR-2020,16701,Carcharhinus falciformis
MN943497,05-APR-2020,16702,Triaenodon obesus
MN988687,31-MAR-2020,16560,Rhynchobatus laevis
MN122934,27-JAN-2020,16731,Etmopterus spinax
KF962934,31-DEC-2018,16907,Dipturus argentinensis
KF648507,31-DEC-2018,16976,Okamejei acutispina
MH729809,30-OCT-2018,17051,Carcharias taurus
MH823675,11-SEP-2018,16718,Carcharias taurus
MF872726,04-MAR-2018,16875,Rhincodon typus
MF374733,15-JAN-2018,16712,Alopias vulpinus
KY067590,03-NOV-2017,16746,Carcharodon carcharias
KY067589,03-NOV-2017,16746,Carcharodon carcharias
KY067588,03-NOV-2017,16746,Carcharodon carcharias
KY067587,03-NOV-2017,16747,Carcharodon carcharias
KY067586,03-NOV-2017,16746,Carcharodon carcharias
KY067585,03-NOV-2017,16746,Carcharodon carcharias
KY067584,03-NOV-2017,16747,Carcharodon carcharias
KY067583,03-NOV-2017,16746,Carcharodon carcharias
KY067582,03-NOV-2017,16746,Carcharodon carcharias
KY067581,03-NOV-2017,16745,Carcharodon carcharias
KY067580,03-NOV-2017,16745,Carcharodon carcharias
KY067579,03-NOV-2017,16746,Carcharodon carcharias
KY067578,03-NOV-2017,16745,Carcharodon carcharias
KY067577,03-NOV-2017,16745,Carcharodon carcharias
KY067576,03-NOV-2017,16745,Carcharodon carcharias
KY067575,03-NOV-2017,16746,Carcharodon carcharias
KY067574,03-NOV-2017,16745,Carcharodon carcharias
KY067573,03-NOV-2017,16746,Carcharodon carcharias
KY067572,03-NOV-2017,16745,Carcharodon carcharias
KY067571,03-NOV-2017,16746,Carcharodon carcharias
KY067570,03-NOV-2017,16746,Carcharodon carcharias
KY067569,03-NOV-2017,16746,Carcharodon carcharias
KY067568,03-NOV-2017,16746,Carcharodon carcharias
KY067567,03-NOV-2017,16747,Carcharodon carcharias
KY067566,03-NOV-2017,16746,Carcharodon carcharias
KY067565,03-NOV-2017,16745,Carcharodon carcharias
KY067564,03-NOV-2017,16745,Carcharodon carcharias
KY067563,03-NOV-2017,16745,Carcharodon carcharias
KY067562,03-NOV-2017,16745,Carcharodon carcharias
KY067561,03-NOV-2017,16745,Carcharodon carcharias
KY067560,03-NOV-2017,16746,Carcharodon carcharias
KY067559,03-NOV-2017,16745,Carcharodon carcharias
KY067558,03-NOV-2017,16746,Carcharodon carcharias
KY067557,03-NOV-2017,16745,Carcharodon carcharias
KY067556,03-NOV-2017,16745,Carcharodon carcharias
KY067555,03-NOV-2017,16746,Carcharodon carcharias
KY067554,03-NOV-2017,16745,Carcharodon carcharias
KY067553,03-NOV-2017,16745,Carcharodon carcharias
KY067552,03-NOV-2017,16745,Carcharodon carcharias
KY067551,03-NOV-2017,16746,Carcharodon carcharias
KY067550,03-NOV-2017,16745,Carcharodon carcharias
KY067549,03-NOV-2017,16745,Carcharodon carcharias
KY067548,03-NOV-2017,16745,Carcharodon carcharias
KY067547,03-NOV-2017,16745,Carcharodon carcharias
KY067546,03-NOV-2017,16745,Carcharodon carcharias
KY067545,03-NOV-2017,16745,Carcharodon carcharias
KY067544,03-NOV-2017,16745,Carcharodon carcharias
KY067543,03-NOV-2017,16745,Carcharodon carcharias
KY067542,03-NOV-2017,16746,Carcharodon carcharias
KY067541,03-NOV-2017,16745,Carcharodon carcharias
KY067540,03-NOV-2017,16745,Carcharodon carcharias
KY067539,03-NOV-2017,16745,Carcharodon carcharias
KY067538,03-NOV-2017,16746,Carcharodon carcharias
KY067537,03-NOV-2017,16746,Carcharodon carcharias
KY067536,03-NOV-2017,16746,Carcharodon carcharias
KY067535,03-NOV-2017,16745,Carcharodon carcharias
KY067534,03-NOV-2017,16746,Carcharodon carcharias
KY067533,03-NOV-2017,16745,Carcharodon carcharias
KY067532,03-NOV-2017,16746,Carcharodon carcharias
KY067531,03-NOV-2017,16745,Carcharodon carcharias
KY067530,03-NOV-2017,16745,Carcharodon carcharias
KY067529,03-NOV-2017,16745,Carcharodon carcharias
KY067528,03-NOV-2017,16746,Carcharodon carcharias
KY067527,03-NOV-2017,16745,Carcharodon carcharias
KY067526,03-NOV-2017,16745,Carcharodon carcharias
KY067525,03-NOV-2017,16745,Carcharodon carcharias
KY067524,03-NOV-2017,16745,Carcharodon carcharias
KY067523,03-NOV-2017,16746,Carcharodon carcharias
KY067522,03-NOV-2017,16746,Carcharodon carcharias
KY067521,03-NOV-2017,16745,Carcharodon carcharias
KY067520,03-NOV-2017,16746,Carcharodon carcharias
KY067519,03-NOV-2017,16746,Carcharodon carcharias
KY067518,03-NOV-2017,16745,Carcharodon carcharias
KY067517,03-NOV-2017,16746,Carcharodon carcharias
KY067516,03-NOV-2017,16745,Carcharodon carcharias
KY067515,03-NOV-2017,16745,Carcharodon carcharias
KY067514,03-NOV-2017,16745,Carcharodon carcharias
KY067513,03-NOV-2017,16746,Carcharodon carcharias
KY067512,03-NOV-2017,16746,Carcharodon carcharias
KY067511,03-NOV-2017,16746,Carcharodon carcharias
KY067510,03-NOV-2017,16745,Carcharodon carcharias
KY067509,03-NOV-2017,16746,Carcharodon carcharias
KY067508,03-NOV-2017,16746,Carcharodon carcharias
KY067507,03-NOV-2017,16745,Carcharodon carcharias
KY067506,03-NOV-2017,16746,Carcharodon carcharias
KY067505,03-NOV-2017,16745,Carcharodon carcharias
KY067504,03-NOV-2017,16746,Carcharodon carcharias
KY067503,03-NOV-2017,16745,Carcharodon carcharias
KY067502,03-NOV-2017,16746,Carcharodon carcharias
KY067501,03-NOV-2017,16745,Carcharodon carcharias
KY067500,03-NOV-2017,16745,Carcharodon carcharias
KY067499,03-NOV-2017,16745,Carcharodon carcharias
KY067498,03-NOV-2017,16745,Carcharodon carcharias
KY067497,03-NOV-2017,16746,Carcharodon carcharias
KY067496,03-NOV-2017,16745,Carcharodon carcharias
KY067495,03-NOV-2017,16745,Carcharodon carcharias
KY067494,03-NOV-2017,16745,Carcharodon carcharias
KY067493,03-NOV-2017,16745,Carcharodon carcharias
KY067492,03-NOV-2017,16745,Carcharodon carcharias
KY067491,03-NOV-2017,16746,Carcharodon carcharias
KY067490,03-NOV-2017,16746,Carcharodon carcharias
KY067489,03-NOV-2017,16745,Carcharodon carcharias
KY067488,03-NOV-2017,16746,Carcharodon carcharias
KY067487,03-NOV-2017,16745,Carcharodon carcharias
KY067486,03-NOV-2017,16745,Carcharodon carcharias
KY067485,03-NOV-2017,16746,Carcharodon carcharias
KY067484,03-NOV-2017,16745,Carcharodon carcharias
KY067483,03-NOV-2017,16745,Carcharodon carcharias
KY067482,03-NOV-2017,16746,Carcharodon carcharias
KY067481,03-NOV-2017,16746,Carcharodon carcharias
KY067480,03-NOV-2017,16745,Carcharodon carcharias
KY067479,03-NOV-2017,16745,Carcharodon carcharias
KY067478,03-NOV-2017,16745,Carcharodon carcharias
KY067477,03-NOV-2017,16745,Carcharodon carcharias
KY067476,03-NOV-2017,16745,Carcharodon carcharias
KY067475,03-NOV-2017,16746,Carcharodon carcharias
KY067474,03-NOV-2017,16745,Carcharodon carcharias
KY067473,03-NOV-2017,16745,Carcharodon carcharias
KY067472,03-NOV-2017,16745,Carcharodon carcharias
KY067471,03-NOV-2017,16746,Carcharodon carcharias
KY067470,03-NOV-2017,16746,Carcharodon carcharias
KY067469,03-NOV-2017,16746,Carcharodon carcharias
KY067468,03-NOV-2017,16746,Carcharodon carcharias
KY067467,03-NOV-2017,16746,Carcharodon carcharias
KY067466,03-NOV-2017,16745,Carcharodon carcharias
NC_036041,18-OCT-2017,17429,Potamotrygon magdalenae
KX151183,07-OCT-2017,17429,Potamotrygon magdalenae
KX354996,31-DEC-2016,16697,Cephaloscyllium umbratile
KY039268,03-DEC-2016,16701,Glyphis glyphis
KY039267,03-DEC-2016,16701,Glyphis glyphis
KY039266,03-DEC-2016,16701,Glyphis glyphis
KY039265,03-DEC-2016,16701,Glyphis glyphis
KY039264,03-DEC-2016,16701,Glyphis glyphis
KY039263,03-DEC-2016,16701,Glyphis glyphis
KY039262,03-DEC-2016,16701,Glyphis glyphis
KY039261,03-DEC-2016,16701,Glyphis glyphis
KY039260,03-DEC-2016,16701,Glyphis glyphis
KY039259,03-DEC-2016,16701,Glyphis glyphis
KY039258,03-DEC-2016,16701,Glyphis glyphis
KY039257,03-DEC-2016,16701,Glyphis glyphis
KY039256,03-DEC-2016,16701,Glyphis glyphis
KY039255,03-DEC-2016,16701,Glyphis glyphis
KY039254,03-DEC-2016,16701,Glyphis glyphis
KY039253,03-DEC-2016,16701,Glyphis glyphis
KY039252,03-DEC-2016,16701,Glyphis glyphis
KY039251,03-DEC-2016,16701,Glyphis glyphis
KY039250,03-DEC-2016,16701,Glyphis glyphis
KY039249,03-DEC-2016,16701,Glyphis glyphis
KY039248,03-DEC-2016,16701,Glyphis glyphis
KY039247,03-DEC-2016,16701,Glyphis glyphis
KY039246,03-DEC-2016,16701,Glyphis glyphis
KY039245,03-DEC-2016,16701,Glyphis glyphis
KY039244,03-DEC-2016,16701,Glyphis glyphis
KY039243,03-DEC-2016,16701,Glyphis glyphis
KY039242,03-DEC-2016,16701,Glyphis glyphis
KY039241,03-DEC-2016,16701,Glyphis glyphis
